VIN,planned_date,planned_sequence_in_day,planned_global_sequence,model,color,priority,actual_body_sequence,actual_paint_sequence
VIN0000391,2024-01-03,60,391,B-SUV,Red,Normal,391,391
VIN0000392,2024-01-03,61,392,B-SUV,Silver,Normal,392,392
VIN0000393,2024-01-03,62,393,B-SUV,Blue,Expedite,395,395
VIN0000394,2024-01-03,63,394,A-Sedan,White,Expedite,397,397
VIN0000395,2024-01-03,64,395,A-Sedan,White,Normal,393,393
VIN0000396,2024-01-03,65,396,B-SUV,Silver,Normal,394,394
VIN0000397,2024-01-03,66,397,A-Sedan,White,Normal,396,396
VIN0000398,2024-01-03,67,398,A-Sedan,Black,Normal,398,398
VIN0000399,2024-01-03,68,399,A-Sedan,White,Normal,399,399
VIN0000400,2024-01-03,69,400,A-Sedan,Grey,Normal,400,400
VIN0000401,2024-01-03,70,401,A-Sedan,Blue,Normal,401,401
VIN0000402,2024-01-03,71,402,C-EV,White,Normal,402,402
VIN0000403,2024-01-03,72,403,B-SUV,Blue,Normal,403,403
VIN0000404,2024-01-03,73,404,B-SUV,Orange,Normal,404,404
VIN0000405,2024-01-03,74,405,B-SUV,Silver,Normal,405,405
VIN0000406,2024-01-03,75,406,B-SUV,White,Normal,406,406
VIN0000407,2024-01-03,76,407,C-EV,Black,Normal,407,407
VIN0000408,2024-01-03,77,408,A-Sedan,Orange,Normal,408,408
VIN0000409,2024-01-03,78,409,B-SUV,Red,Normal,409,409
VIN0000410,2024-01-03,79,410,A-Sedan,Blue,Normal,410,410
VIN0000411,2024-01-03,80,411,A-Sedan,Silver,Expedite,411,411
VIN0000412,2024-01-03,81,412,C-EV,Grey,Normal,412,412
VIN0000413,2024-01-03,82,413,B-SUV,Silver,Normal,413,413
VIN0000414,2024-01-03,83,414,C-EV,Black,Normal,414,414
VIN0000415,2024-01-03,84,415,A-Sedan,Red,Normal,415,415
VIN0000416,2024-01-03,85,416,A-Sedan,Black,Normal,416,416
VIN0000417,2024-01-03,86,417,B-SUV,Red,Normal,417,417
VIN0000418,2024-01-03,87,418,A-Sedan,White,Normal,418,418
VIN0000419,2024-01-03,88,419,C-EV,Silver,Normal,419,419
VIN0000420,2024-01-03,89,420,A-Sedan,Silver,Normal,420,420
VIN0000421,2024-01-03,90,421,A-Sedan,Blue,Normal,421,421
VIN0000422,2024-01-03,91,422,B-SUV,White,Normal,422,422
VIN0000423,2024-01-03,92,423,C-EV,Green,Expedite,423,423
VIN0000424,2024-01-03,93,424,A-Sedan,White,Normal,424,424
VIN0000425,2024-01-03,94,425,A-Sedan,Black,Normal,425,425
VIN0000426,2024-01-03,95,426,B-SUV,Grey,Normal,426,426
VIN0000427,2024-01-03,96,427,A-Sedan,Grey,Normal,427,427
VIN0000428,2024-01-03,97,428,A-Sedan,Silver,Normal,428,428
VIN0000429,2024-01-03,98,429,B-SUV,Orange,Normal,429,429
VIN0000430,2024-01-03,99,430,C-EV,Silver,Normal,430,430
VIN0000431,2024-01-03,100,431,B-SUV,White,Normal,431,431
VIN0000432,2024-01-03,101,432,A-Sedan,Blue,Normal,440,440
VIN0000433,2024-01-03,102,433,B-SUV,Blue,Normal,432,432
VIN0000434,2024-01-03,103,434,A-Sedan,Grey,Normal,433,433
VIN0000435,2024-01-03,104,435,B-SUV,Red,Normal,434,434
VIN0000436,2024-01-03,105,436,B-SUV,Silver,Normal,435,435
VIN0000437,2024-01-03,106,437,A-Sedan,Black,Normal,436,436
VIN0000438,2024-01-03,107,438,C-EV,Green,Normal,437,437
VIN0000439,2024-01-03,108,439,B-SUV,Red,Normal,438,438
VIN0000440,2024-01-03,109,440,A-Sedan,White,Normal,439,439
VIN0000441,2024-01-03,110,441,A-Sedan,Green,Normal,441,441
VIN0000442,2024-01-03,111,442,A-Sedan,Green,Normal,442,442
VIN0000443,2024-01-03,112,443,A-Sedan,White,Normal,443,443
VIN0000444,2024-01-03,113,444,C-EV,White,Normal,444,444
VIN0000445,2024-01-03,114,445,B-SUV,Blue,Normal,445,445
VIN0000446,2024-01-03,115,446,C-EV,Red,Normal,446,446
VIN0000447,2024-01-03,116,447,B-SUV,Blue,Normal,447,447
VIN0000448,2024-01-03,117,448,C-EV,Red,Normal,448,448
VIN0000449,2024-01-03,118,449,A-Sedan,Blue,Normal,452,452
VIN0000450,2024-01-03,119,450,B-SUV,Red,Normal,449,449
VIN0000451,2024-01-03,120,451,A-Sedan,Red,Normal,450,450
VIN0000452,2024-01-03,121,452,C-EV,Grey,Normal,451,451
VIN0000453,2024-01-03,122,453,C-EV,Red,Normal,453,453
VIN0000454,2024-01-03,123,454,C-EV,Green,Normal,454,454
VIN0000455,2024-01-03,124,455,B-SUV,White,Normal,455,455
VIN0000456,2024-01-03,125,456,B-SUV,Grey,Normal,456,456
VIN0000457,2024-01-03,126,457,B-SUV,Black,Normal,457,457
VIN0000458,2024-01-03,127,458,C-EV,Silver,Normal,458,458
VIN0000459,2024-01-03,128,459,B-SUV,White,Normal,459,459
VIN0000460,2024-01-03,129,460,A-Sedan,Blue,Normal,460,460
VIN0000461,2024-01-03,130,461,C-EV,Silver,Normal,461,461
VIN0000462,2024-01-03,131,462,B-SUV,White,Normal,462,462
VIN0000463,2024-01-03,132,463,A-Sedan,Black,Hold,463,463
VIN0000464,2024-01-03,133,464,A-Sedan,Grey,Normal,464,464
VIN0000465,2024-01-03,134,465,A-Sedan,Grey,Normal,465,465
VIN0000466,2024-01-03,135,466,B-SUV,Grey,Normal,466,466
VIN0000467,2024-01-03,136,467,A-Sedan,Black,Normal,467,467
VIN0000468,2024-01-03,137,468,B-SUV,White,Normal,468,468
VIN0000469,2024-01-03,138,469,B-SUV,Silver,Normal,469,469
VIN0000470,2024-01-03,139,470,A-Sedan,Green,Normal,470,470
VIN0000471,2024-01-03,140,471,B-SUV,Red,Normal,471,471
VIN0000472,2024-01-03,141,472,A-Sedan,Grey,Normal,472,472
VIN0000473,2024-01-03,142,473,C-EV,Grey,Normal,473,473
VIN0000474,2024-01-03,143,474,B-SUV,Red,Normal,474,474
VIN0000475,2024-01-03,144,475,B-SUV,White,Hold,475,475
VIN0000476,2024-01-03,145,476,C-EV,White,Normal,476,476
VIN0000477,2024-01-03,146,477,C-EV,Orange,Normal,477,477
VIN0000478,2024-01-03,147,478,B-SUV,White,Normal,485,485
VIN0000479,2024-01-03,148,479,A-Sedan,Orange,Normal,478,478
VIN0000480,2024-01-03,149,480,A-Sedan,Orange,Normal,479,479
VIN0000481,2024-01-03,150,481,A-Sedan,Blue,Normal,480,480
VIN0000482,2024-01-03,151,482,A-Sedan,Black,Normal,481,481
VIN0000483,2024-01-03,152,483,A-Sedan,Blue,Normal,482,482
VIN0000484,2024-01-03,153,484,B-SUV,Black,Normal,483,483
VIN0000485,2024-01-03,154,485,A-Sedan,White,Normal,484,484
VIN0000486,2024-01-03,155,486,B-SUV,White,Normal,486,486
VIN0000487,2024-01-03,156,487,A-Sedan,White,Normal,487,487
VIN0000488,2024-01-03,157,488,B-SUV,Grey,Normal,488,488
VIN0000489,2024-01-03,158,489,A-Sedan,Black,Normal,490,490
VIN0000490,2024-01-03,159,490,A-Sedan,Silver,Normal,489,489
VIN0000491,2024-01-03,160,491,C-EV,Silver,Normal,491,491
VIN0000492,2024-01-03,161,492,A-Sedan,Red,Normal,492,492
VIN0000493,2024-01-03,162,493,B-SUV,Red,Normal,493,493
VIN0000494,2024-01-03,163,494,B-SUV,Silver,Normal,494,494
VIN0000495,2024-01-03,164,495,A-Sedan,Red,Normal,496,496
VIN0000496,2024-01-03,165,496,B-SUV,White,Normal,495,495
VIN0000497,2024-01-03,166,497,B-SUV,Black,Normal,497,497
VIN0000498,2024-01-03,167,498,A-Sedan,Green,Normal,498,498
VIN0000499,2024-01-03,168,499,A-Sedan,Green,Normal,499,499
VIN0000500,2024-01-04,1,500,A-Sedan,Blue,Expedite,500,500
VIN0000501,2024-01-04,2,501,A-Sedan,Orange,Normal,501,501
VIN0000502,2024-01-04,3,502,A-Sedan,Silver,Normal,502,502
VIN0000503,2024-01-04,4,503,A-Sedan,White,Normal,503,503
VIN0000504,2024-01-04,5,504,A-Sedan,Green,Normal,504,504
VIN0000505,2024-01-04,6,505,A-Sedan,White,Normal,505,505
VIN0000506,2024-01-04,7,506,B-SUV,Orange,Normal,506,506
VIN0000507,2024-01-04,8,507,C-EV,Grey,Normal,507,507
VIN0000508,2024-01-04,9,508,A-Sedan,Green,Normal,513,513
VIN0000509,2024-01-04,10,509,B-SUV,White,Normal,508,508
VIN0000510,2024-01-04,11,510,C-EV,Silver,Normal,509,509
VIN0000511,2024-01-04,12,511,A-Sedan,Orange,Normal,510,510
VIN0000512,2024-01-04,13,512,B-SUV,Black,Normal,514,514
VIN0000513,2024-01-04,14,513,A-Sedan,Black,Normal,511,511
VIN0000514,2024-01-04,15,514,B-SUV,Orange,Normal,512,512
VIN0000515,2024-01-04,16,515,C-EV,Black,Normal,515,515
VIN0000516,2024-01-04,17,516,B-SUV,Green,Normal,516,516
VIN0000517,2024-01-04,18,517,B-SUV,Silver,Normal,517,517
VIN0000518,2024-01-04,19,518,A-Sedan,Black,Expedite,518,518
VIN0000519,2024-01-04,20,519,A-Sedan,White,Normal,519,519
VIN0000520,2024-01-04,21,520,B-SUV,White,Normal,520,520
VIN0000521,2024-01-04,22,521,B-SUV,Red,Normal,521,521
VIN0000522,2024-01-04,23,522,C-EV,White,Normal,522,522
VIN0000523,2024-01-04,24,523,B-SUV,Blue,Normal,523,523
VIN0000524,2024-01-04,25,524,A-Sedan,Grey,Normal,524,524
VIN0000525,2024-01-04,26,525,C-EV,Orange,Normal,525,525
VIN0000526,2024-01-04,27,526,A-Sedan,White,Normal,526,526
VIN0000527,2024-01-04,28,527,B-SUV,Orange,Expedite,527,527
VIN0000528,2024-01-04,29,528,A-Sedan,Silver,Normal,528,528
VIN0000529,2024-01-04,30,529,A-Sedan,White,Normal,529,529
VIN0000530,2024-01-04,31,530,A-Sedan,Black,Normal,532,532
VIN0000531,2024-01-04,32,531,B-SUV,Blue,Normal,530,530
VIN0000532,2024-01-04,33,532,C-EV,Silver,Normal,531,531
VIN0000533,2024-01-04,34,533,B-SUV,Black,Normal,533,533
VIN0000534,2024-01-04,35,534,A-Sedan,Black,Normal,542,542
VIN0000535,2024-01-04,36,535,A-Sedan,White,Normal,534,534
VIN0000536,2024-01-04,37,536,A-Sedan,White,Normal,535,535
VIN0000537,2024-01-04,38,537,C-EV,Grey,Normal,536,536
VIN0000538,2024-01-04,39,538,C-EV,Black,Normal,537,537
VIN0000539,2024-01-04,40,539,A-Sedan,Red,Normal,538,538
VIN0000540,2024-01-04,41,540,A-Sedan,Blue,Normal,539,539
VIN0000541,2024-01-04,42,541,B-SUV,Silver,Normal,540,540
VIN0000542,2024-01-04,43,542,A-Sedan,Black,Normal,541,541
VIN0000543,2024-01-04,44,543,A-Sedan,Black,Normal,543,543
VIN0000544,2024-01-04,45,544,B-SUV,Black,Normal,544,544
VIN0000545,2024-01-04,46,545,B-SUV,Green,Expedite,545,545
VIN0000546,2024-01-04,47,546,C-EV,Silver,Normal,546,546
VIN0000547,2024-01-04,48,547,A-Sedan,Blue,Hold,547,547
VIN0000548,2024-01-04,49,548,B-SUV,Green,Normal,548,548
VIN0000549,2024-01-04,50,549,B-SUV,Blue,Normal,549,549
VIN0000550,2024-01-04,51,550,A-Sedan,Silver,Normal,550,550
VIN0000551,2024-01-04,52,551,A-Sedan,Red,Normal,551,551
VIN0000552,2024-01-04,53,552,B-SUV,Silver,Normal,552,552
VIN0000553,2024-01-04,54,553,B-SUV,Red,Expedite,553,553
VIN0000554,2024-01-04,55,554,B-SUV,White,Expedite,554,554
VIN0000555,2024-01-04,56,555,B-SUV,Black,Normal,555,555
VIN0000556,2024-01-04,57,556,A-Sedan,White,Normal,556,556
VIN0000557,2024-01-04,58,557,C-EV,Green,Normal,557,557
VIN0000558,2024-01-04,59,558,A-Sedan,Silver,Normal,558,558
VIN0000559,2024-01-04,60,559,A-Sedan,White,Normal,559,559
VIN0000560,2024-01-04,61,560,B-SUV,Silver,Normal,560,560
VIN0000561,2024-01-04,62,561,B-SUV,Orange,Normal,561,561
VIN0000562,2024-01-04,63,562,A-Sedan,Silver,Normal,562,562
VIN0000563,2024-01-04,64,563,A-Sedan,Red,Normal,563,563
VIN0000564,2024-01-04,65,564,C-EV,White,Normal,564,564
VIN0000565,2024-01-04,66,565,A-Sedan,Silver,Normal,565,565
VIN0000566,2024-01-04,67,566,A-Sedan,Silver,Normal,566,566
VIN0000567,2024-01-04,68,567,B-SUV,Black,Normal,567,567
VIN0000568,2024-01-04,69,568,A-Sedan,Blue,Normal,568,568
VIN0000569,2024-01-04,70,569,A-Sedan,White,Normal,569,569
VIN0000570,2024-01-04,71,570,C-EV,White,Normal,570,570
VIN0000571,2024-01-04,72,571,B-SUV,Black,Normal,571,571
VIN0000572,2024-01-04,73,572,B-SUV,Black,Normal,572,572
VIN0000573,2024-01-04,74,573,A-Sedan,White,Normal,573,573
VIN0000574,2024-01-04,75,574,A-Sedan,Blue,Normal,574,574
VIN0000575,2024-01-04,76,575,C-EV,Blue,Normal,575,575
VIN0000576,2024-01-04,77,576,B-SUV,Red,Normal,576,576
VIN0000577,2024-01-04,78,577,A-Sedan,Black,Normal,577,577
VIN0000578,2024-01-04,79,578,B-SUV,Black,Normal,578,578
VIN0000579,2024-01-04,80,579,A-Sedan,Red,Normal,579,579
VIN0000580,2024-01-04,81,580,C-EV,Silver,Expedite,580,580
VIN0000581,2024-01-04,82,581,A-Sedan,White,Hold,581,581
VIN0000582,2024-01-04,83,582,B-SUV,Black,Normal,582,582
VIN0000583,2024-01-04,84,583,A-Sedan,White,Normal,583,583
VIN0000584,2024-01-04,85,584,B-SUV,Blue,Normal,584,584
VIN0000585,2024-01-04,86,585,A-Sedan,Blue,Normal,585,585
VIN0000586,2024-01-04,87,586,A-Sedan,White,Normal,586,586
VIN0000587,2024-01-04,88,587,A-Sedan,Black,Normal,587,587
VIN0000588,2024-01-04,89,588,B-SUV,Black,Normal,588,588
VIN0000589,2024-01-04,90,589,A-Sedan,White,Normal,589,589
VIN0000590,2024-01-04,91,590,B-SUV,White,Normal,590,590
VIN0000591,2024-01-04,92,591,B-SUV,Orange,Normal,591,591
VIN0000592,2024-01-04,93,592,B-SUV,Blue,Normal,592,592
VIN0000593,2024-01-04,94,593,B-SUV,Black,Normal,593,593
VIN0000594,2024-01-04,95,594,B-SUV,Silver,Normal,594,594
VIN0000595,2024-01-04,96,595,B-SUV,Blue,Normal,595,595
VIN0000596,2024-01-04,97,596,A-Sedan,Green,Normal,596,596
VIN0000597,2024-01-04,98,597,B-SUV,White,Normal,597,597
VIN0000598,2024-01-04,99,598,A-Sedan,White,Normal,598,598
VIN0000599,2024-01-04,100,599,A-Sedan,Silver,Normal,599,599
VIN0000600,2024-01-04,101,600,A-Sedan,Black,Normal,600,600
VIN0000601,2024-01-04,102,601,A-Sedan,Red,Normal,601,601
VIN0000602,2024-01-04,103,602,A-Sedan,Silver,Normal,603,603
VIN0000603,2024-01-04,104,603,A-Sedan,Black,Normal,602,602
VIN0000604,2024-01-04,105,604,C-EV,Grey,Normal,604,604
VIN0000605,2024-01-04,106,605,A-Sedan,Green,Normal,605,605
VIN0000606,2024-01-04,107,606,B-SUV,Black,Normal,606,606
VIN0000607,2024-01-04,108,607,A-Sedan,White,Normal,607,607
VIN0000608,2024-01-04,109,608,B-SUV,White,Normal,608,608
VIN0000609,2024-01-04,110,609,B-SUV,Red,Normal,609,609
VIN0000610,2024-01-04,111,610,A-Sedan,Black,Normal,610,610
VIN0000611,2024-01-04,112,611,A-Sedan,Red,Normal,611,611
VIN0000612,2024-01-04,113,612,B-SUV,Silver,Normal,612,612
VIN0000613,2024-01-04,114,613,A-Sedan,White,Normal,613,613
VIN0000614,2024-01-04,115,614,C-EV,Black,Normal,615,615
VIN0000615,2024-01-04,116,615,B-SUV,Blue,Normal,614,614
VIN0000616,2024-01-04,117,616,A-Sedan,Green,Normal,616,616
VIN0000617,2024-01-04,118,617,B-SUV,Black,Normal,617,617
VIN0000618,2024-01-04,119,618,C-EV,Black,Normal,623,623
VIN0000619,2024-01-04,120,619,B-SUV,Silver,Normal,618,618
VIN0000620,2024-01-04,121,620,A-Sedan,White,Normal,619,619
VIN0000621,2024-01-04,122,621,B-SUV,Black,Normal,620,620
VIN0000622,2024-01-04,123,622,B-SUV,Blue,Normal,621,621
VIN0000623,2024-01-04,124,623,A-Sedan,Red,Normal,622,622
VIN0000624,2024-01-04,125,624,B-SUV,Red,Normal,624,624
VIN0000625,2024-01-04,126,625,A-Sedan,Silver,Normal,627,627
VIN0000626,2024-01-04,127,626,A-Sedan,Silver,Normal,625,625
VIN0000627,2024-01-04,128,627,A-Sedan,White,Normal,626,626
VIN0000628,2024-01-04,129,628,A-Sedan,Black,Normal,629,629
VIN0000629,2024-01-04,130,629,A-Sedan,Green,Normal,628,628
VIN0000630,2024-01-04,131,630,A-Sedan,Red,Normal,630,630
VIN0000631,2024-01-04,132,631,B-SUV,Silver,Normal,631,631
VIN0000632,2024-01-04,133,632,C-EV,White,Normal,634,634
VIN0000633,2024-01-04,134,633,B-SUV,White,Normal,632,632
VIN0000634,2024-01-04,135,634,A-Sedan,Blue,Normal,633,633
VIN0000635,2024-01-04,136,635,C-EV,Blue,Normal,635,635
VIN0000636,2024-01-04,137,636,C-EV,White,Normal,636,636
VIN0000637,2024-01-04,138,637,C-EV,White,Normal,637,637
VIN0000638,2024-01-04,139,638,B-SUV,Orange,Normal,638,638
VIN0000639,2024-01-04,140,639,A-Sedan,Red,Normal,639,639
VIN0000640,2024-01-04,141,640,A-Sedan,Red,Normal,640,640
VIN0000641,2024-01-04,142,641,C-EV,Orange,Normal,641,641
VIN0000642,2024-01-04,143,642,A-Sedan,Grey,Normal,642,642
VIN0000643,2024-01-04,144,643,A-Sedan,Green,Normal,643,643
VIN0000644,2024-01-04,145,644,A-Sedan,Black,Normal,644,644
VIN0000645,2024-01-04,146,645,C-EV,White,Normal,645,645
VIN0000646,2024-01-04,147,646,A-Sedan,White,Normal,646,646
VIN0000647,2024-01-04,148,647,C-EV,Silver,Normal,657,657
VIN0000648,2024-01-04,149,648,A-Sedan,Silver,Normal,647,647
VIN0000649,2024-01-04,150,649,A-Sedan,White,Normal,648,648
VIN0000650,2024-01-04,151,650,A-Sedan,White,Normal,649,649
VIN0000651,2024-01-04,152,651,A-Sedan,White,Normal,650,650
VIN0000652,2024-01-04,153,652,C-EV,Silver,Normal,651,651
VIN0000653,2024-01-04,154,653,B-SUV,Black,Hold,652,652
VIN0000654,2024-01-04,155,654,C-EV,Silver,Normal,653,653
VIN0000655,2024-01-04,156,655,A-Sedan,Grey,Normal,654,654
VIN0000656,2024-01-04,157,656,A-Sedan,Silver,Normal,655,655
VIN0000657,2024-01-04,158,657,C-EV,Green,Normal,656,656
VIN0000658,2024-01-04,159,658,C-EV,Green,Normal,658,658
VIN0000659,2024-01-04,160,659,C-EV,Silver,Normal,659,659
VIN0000660,2024-01-04,161,660,B-SUV,Silver,Hold,660,660
VIN0000661,2024-01-04,162,661,B-SUV,Black,Normal,661,661
VIN0000662,2024-01-04,163,662,A-Sedan,Grey,Normal,662,662
VIN0000663,2024-01-04,164,663,B-SUV,Silver,Normal,663,663
VIN0000664,2024-01-04,165,664,A-Sedan,Red,Normal,664,664
VIN0000665,2024-01-04,166,665,A-Sedan,White,Normal,665,665
VIN0000666,2024-01-04,167,666,B-SUV,White,Normal,667,667
VIN0000667,2024-01-04,168,667,A-Sedan,Grey,Normal,666,666
VIN0000668,2024-01-04,169,668,C-EV,White,Normal,668,668
VIN0000669,2024-01-04,170,669,C-EV,Blue,Expedite,669,669
VIN0000670,2024-01-04,171,670,B-SUV,White,Normal,670,670
VIN0000671,2024-01-04,172,671,B-SUV,Orange,Normal,671,671
VIN0000672,2024-01-04,173,672,C-EV,Silver,Normal,672,672
VIN0000673,2024-01-05,1,673,B-SUV,Grey,Normal,673,673
VIN0000674,2024-01-05,2,674,A-Sedan,White,Normal,674,674
VIN0000675,2024-01-05,3,675,C-EV,White,Normal,675,675
VIN0000676,2024-01-05,4,676,B-SUV,Grey,Normal,676,676
VIN0000677,2024-01-05,5,677,C-EV,Silver,Normal,677,677
VIN0000678,2024-01-05,6,678,A-Sedan,Silver,Hold,678,678
VIN0000679,2024-01-05,7,679,C-EV,Orange,Normal,681,681
VIN0000680,2024-01-05,8,680,C-EV,Black,Normal,679,679
VIN0000681,2024-01-05,9,681,B-SUV,Black,Normal,680,680
VIN0000682,2024-01-05,10,682,A-Sedan,Red,Normal,682,682
VIN0000683,2024-01-05,11,683,C-EV,Green,Normal,683,683
VIN0000684,2024-01-05,12,684,C-EV,Red,Normal,684,684
VIN0000685,2024-01-05,13,685,B-SUV,White,Normal,685,685
VIN0000686,2024-01-05,14,686,C-EV,Black,Normal,686,686
VIN0000687,2024-01-05,15,687,A-Sedan,Silver,Normal,687,687
VIN0000688,2024-01-05,16,688,A-Sedan,Black,Normal,688,688
VIN0000689,2024-01-05,17,689,A-Sedan,Blue,Normal,695,695
VIN0000690,2024-01-05,18,690,C-EV,Orange,Normal,689,689
VIN0000691,2024-01-05,19,691,A-Sedan,Black,Normal,690,690
VIN0000692,2024-01-05,20,692,A-Sedan,White,Normal,691,691
VIN0000693,2024-01-05,21,693,A-Sedan,White,Normal,692,692
VIN0000694,2024-01-05,22,694,A-Sedan,Red,Normal,693,693
VIN0000695,2024-01-05,23,695,A-Sedan,Silver,Normal,694,694
VIN0000696,2024-01-05,24,696,B-SUV,Silver,Normal,696,696
VIN0000697,2024-01-05,25,697,B-SUV,Silver,Normal,697,697
VIN0000698,2024-01-05,26,698,A-Sedan,Black,Hold,698,698
VIN0000699,2024-01-05,27,699,A-Sedan,Grey,Normal,699,699
VIN0000700,2024-01-05,28,700,A-Sedan,Black,Normal,700,700
VIN0000701,2024-01-05,29,701,A-Sedan,White,Normal,701,701
VIN0000702,2024-01-05,30,702,B-SUV,Silver,Normal,702,702
VIN0000703,2024-01-05,31,703,C-EV,White,Normal,703,703
VIN0000704,2024-01-05,32,704,C-EV,Blue,Normal,704,704
VIN0000705,2024-01-05,33,705,B-SUV,Silver,Normal,705,705
VIN0000706,2024-01-05,34,706,A-Sedan,Blue,Normal,706,706
VIN0000707,2024-01-05,35,707,B-SUV,White,Normal,707,707
VIN0000708,2024-01-05,36,708,B-SUV,Blue,Normal,708,708
VIN0000709,2024-01-05,37,709,A-Sedan,Grey,Normal,709,709
VIN0000710,2024-01-05,38,710,C-EV,Blue,Normal,710,710
VIN0000711,2024-01-05,39,711,B-SUV,White,Normal,711,711
VIN0000712,2024-01-05,40,712,A-Sedan,Blue,Normal,712,712
VIN0000713,2024-01-05,41,713,C-EV,Blue,Normal,713,713
VIN0000714,2024-01-05,42,714,C-EV,Green,Normal,715,715
VIN0000715,2024-01-05,43,715,A-Sedan,Red,Normal,714,714
VIN0000716,2024-01-05,44,716,A-Sedan,Green,Normal,716,716
VIN0000717,2024-01-05,45,717,B-SUV,White,Normal,717,717
VIN0000718,2024-01-05,46,718,B-SUV,Blue,Normal,718,718
VIN0000719,2024-01-05,47,719,C-EV,Grey,Normal,719,719
VIN0000720,2024-01-05,48,720,A-Sedan,Blue,Normal,720,720
VIN0000721,2024-01-05,49,721,A-Sedan,Blue,Normal,721,721
VIN0000722,2024-01-05,50,722,A-Sedan,Green,Normal,722,722
VIN0000723,2024-01-05,51,723,C-EV,Blue,Normal,737,737
VIN0000724,2024-01-05,52,724,A-Sedan,Black,Normal,723,723
VIN0000725,2024-01-05,53,725,B-SUV,White,Normal,724,724
VIN0000726,2024-01-05,54,726,B-SUV,Black,Normal,725,725
VIN0000727,2024-01-05,55,727,C-EV,Blue,Normal,726,726
VIN0000728,2024-01-05,56,728,A-Sedan,Black,Normal,727,727
VIN0000729,2024-01-05,57,729,A-Sedan,Silver,Normal,728,728
VIN0000730,2024-01-05,58,730,A-Sedan,Silver,Normal,729,729
VIN0000731,2024-01-05,59,731,A-Sedan,White,Normal,730,730
VIN0000732,2024-01-05,60,732,A-Sedan,Red,Normal,731,731
VIN0000733,2024-01-05,61,733,B-SUV,White,Normal,732,732
VIN0000734,2024-01-05,62,734,A-Sedan,Black,Expedite,733,733
VIN0000735,2024-01-05,63,735,B-SUV,Green,Normal,734,734
VIN0000736,2024-01-05,64,736,A-Sedan,Black,Normal,735,735
VIN0000737,2024-01-05,65,737,A-Sedan,Silver,Normal,736,736
VIN0000738,2024-01-05,66,738,A-Sedan,Blue,Normal,738,738
VIN0000739,2024-01-05,67,739,C-EV,Silver,Normal,739,739
VIN0000740,2024-01-05,68,740,B-SUV,Silver,Hold,740,740
VIN0000741,2024-01-05,69,741,A-Sedan,Grey,Normal,741,741
VIN0000742,2024-01-05,70,742,A-Sedan,Black,Normal,742,742
VIN0000743,2024-01-05,71,743,C-EV,Blue,Normal,743,743
VIN0000744,2024-01-05,72,744,A-Sedan,Silver,Normal,744,744
VIN0000745,2024-01-05,73,745,A-Sedan,White,Normal,745,745
VIN0000746,2024-01-05,74,746,A-Sedan,Silver,Normal,746,746
VIN0000747,2024-01-05,75,747,A-Sedan,Red,Normal,747,747
VIN0000748,2024-01-05,76,748,C-EV,Grey,Normal,748,748
VIN0000749,2024-01-05,77,749,A-Sedan,Orange,Normal,749,749
VIN0000750,2024-01-05,78,750,A-Sedan,White,Normal,750,750
VIN0000751,2024-01-05,79,751,A-Sedan,White,Normal,751,751
VIN0000752,2024-01-05,80,752,A-Sedan,Blue,Normal,752,752
VIN0000753,2024-01-05,81,753,B-SUV,White,Normal,753,753
VIN0000754,2024-01-05,82,754,C-EV,Black,Normal,754,754
VIN0000755,2024-01-05,83,755,A-Sedan,Red,Normal,755,755
VIN0000756,2024-01-05,84,756,A-Sedan,Green,Normal,756,756
VIN0000757,2024-01-05,85,757,C-EV,Black,Expedite,757,757
VIN0000758,2024-01-05,86,758,A-Sedan,Green,Normal,758,758
VIN0000759,2024-01-05,87,759,B-SUV,Red,Normal,759,759
VIN0000760,2024-01-05,88,760,A-Sedan,Black,Normal,760,760
VIN0000761,2024-01-05,89,761,C-EV,Blue,Normal,761,761
VIN0000762,2024-01-05,90,762,A-Sedan,Blue,Normal,762,762
VIN0000763,2024-01-05,91,763,C-EV,White,Normal,763,763
VIN0000764,2024-01-05,92,764,A-Sedan,Red,Normal,764,764
VIN0000765,2024-01-05,93,765,A-Sedan,White,Normal,765,765
VIN0000766,2024-01-05,94,766,B-SUV,Red,Normal,766,766
VIN0000767,2024-01-05,95,767,A-Sedan,Black,Normal,767,767
VIN0000768,2024-01-05,96,768,C-EV,White,Normal,768,768
VIN0000769,2024-01-05,97,769,A-Sedan,White,Normal,769,769
VIN0000770,2024-01-05,98,770,A-Sedan,White,Normal,770,770
VIN0000771,2024-01-05,99,771,B-SUV,Silver,Normal,771,771
VIN0000772,2024-01-05,100,772,B-SUV,Blue,Normal,772,772
VIN0000773,2024-01-05,101,773,B-SUV,White,Normal,773,773
VIN0000774,2024-01-05,102,774,B-SUV,Black,Normal,774,774
VIN0000775,2024-01-05,103,775,B-SUV,Red,Normal,775,775
VIN0000776,2024-01-05,104,776,B-SUV,Red,Normal,776,776
VIN0000777,2024-01-05,105,777,B-SUV,Red,Normal,777,777
VIN0000778,2024-01-05,106,778,B-SUV,Silver,Normal,778,778
VIN0000779,2024-01-05,107,779,B-SUV,Blue,Normal,779,779
VIN0000780,2024-01-05,108,780,A-Sedan,White,Normal,780,780
VIN0000781,2024-01-05,109,781,A-Sedan,Blue,Normal,781,781
